,Jp_name,category
768,あゆ　天然,魚介類
769,あゆ　天然　内臓,魚介類
770,あゆ　養殖,魚介類
771,あゆ　養殖　内臓,魚介類
772,あゆ　うるか,魚介類
773,アラスカめぬけ,魚介類
774,あんこう,魚介類
775,あんこう　きも,魚介類
776,いかなご,魚介類
777,いかなご　煮干し,魚介類
778,いかなご　つくだ煮,魚介類
779,いかなご　あめ煮,魚介類
780,いさき,魚介類
781,いしだい,魚介類
782,いとよりだい,魚介類
783,いとよりだい　すり身,魚介類
784,いぼだい,魚介類
785,　うるめいわし,魚介類
786,　うるめいわし　丸干し,魚介類
787,　かたくちいわし,魚介類
788,　かたくちいわし　煮干し,魚介類
789,　かたくちいわし　田作り,魚介類
790,　まいわし,魚介類
791,　まいわし　塩いわし,魚介類
792,　まいわし　干し,魚介類
793,　まいわし　丸干し,魚介類
794,　めざし,魚介類
795,　しらす,魚介類
796,　しらす干し　微品,魚介類
797,　しらす干し　半品,魚介類
798,　たたみいわし,魚介類
799,　みりん干し　かたくちいわし,魚介類
800,　みりん干し　まいわし,魚介類
801,　缶詰,魚介類
802,　缶詰　トマト漬,魚介類
803,　缶詰　油漬,魚介類
804,　缶詰　かば焼,魚介類
805,　缶詰　アンチョビ,魚介類
806,いわな　養殖,魚介類
807,うぐい,魚介類
808,うなぎ　養殖,魚介類
809,うなぎ　きも,魚介類
810,うなぎ　白,魚介類
811,うなぎ　かば焼,魚介類
812,うまづらはぎ,魚介類
813,うまづらはぎ　開き干し,魚介類
814,えい,魚介類
815,えそ,魚介類
816,おいかわ,魚介類
817,おおさが,魚介類
818,おこぜ,魚介類
819,おひょう,魚介類
820,かさご,魚介類
821,かじか,魚介類
822,かじか　つくだ煮,魚介類
823,　くろかじき,魚介類
824,　まかじき,魚介類
825,　めかじき,魚介類
826,　かつお　春獲り,魚介類
827,　かつお　秋獲り,魚介類
828,　そうだがつお,魚介類
829,　加工品　なまり,魚介類
830,　加工品　なまり節,魚介類
831,　加工品　かつお節,魚介類
832,　加工品　削り節,魚介類
833,　加工品　削り節つくだ煮,魚介類
834,　加工品　角煮,魚介類
835,　加工品　塩辛,魚介類
836,　缶詰　　フレーク,魚介類
837,　缶詰　油漬　フレーク,魚介類
838,かます,魚介類
839,　まがれい,魚介類
840,　まこがれい,魚介類
841,　子持ちがれい,魚介類
842,　干しかれい,魚介類
843,かわはぎ,魚介類
844,かんぱち,魚介類
845,きす,魚介類
846,きす　天ぷら,魚介類
847,きちじ,魚介類
848,きびなご,魚介類
849,きびなご　調味干し,魚介類
850,キャビア　塩蔵品,魚介類
851,キングクリップ,魚介類
852,ぎんだら,魚介類
853,きんめだい,魚介類
854,ぐち,魚介類
855,こい　養殖,魚介類
856,こい　養殖　内臓,魚介類
857,　まごち,魚介類
858,　めごち,魚介類
859,このしろ,魚介類
860,このしろ　甘酢漬,魚介類
861,　からふとます,魚介類
862,　からふとます　塩ます,魚介類
863,　からふとます　缶詰,魚介類
864,　ぎんざけ　養殖,魚介類
865,　さくらます,魚介類
866,　しろさけ,魚介類
867,　しろさけ　新巻き,魚介類
868,　しろさけ　塩ざけ,魚介類
869,　しろさけ　イクラ,魚介類
870,　しろさけ　すじこ,魚介類
871,　しろさけ　めふん,魚介類
872,　しろさけ　缶詰,魚介類
873,　たいせいようさけ　養殖,魚介類
874,　にじます　海面養殖　、,魚介類
875,　にじます　海面養殖　皮なし、,魚介類
876,　にじます　淡水養殖　、,魚介類
877,　べにざけ,魚介類
878,　ますのすけ,魚介類
879,　まさば,魚介類
880,　ごまさば,魚介類
881,　ごまさば　さば節,魚介類
882,　たいせいようさば,魚介類
883,　加工品　塩さば,魚介類
884,　加工品　開き干し,魚介類
885,　加工品　しめさば,魚介類
886,　缶詰　みそ煮,魚介類
887,　あぶらつのざめ,魚介類
888,　よしきりざめ,魚介類
889,　ふかひれ,魚介類
890,さより,魚介類
891,さわら,魚介類
892,さんま　、,魚介類
893,さんま　皮なし、,魚介類
894,さんま　開き干し,魚介類
895,さんま　みりん干し,魚介類
896,さんま　缶詰,魚介類
897,さんま　缶詰　かば焼,魚介類
898,しいら,魚介類
899,　ししゃも　干し,魚介類
900,　からふとししゃも　干し,魚介類
901,したびらめ,魚介類
902,しまあじ　養殖,魚介類
903,しらうお,魚介類
904,シルバー,魚介類
905,すずき,魚介類
906,　きだい,魚介類
907,　くろだい,魚介類
908,　ちだい,魚介類
909,　まだい　天然,魚介類
910,　まだい　養殖,魚介類
911,　まだい　養殖　皮なし,魚介類
912,たかさご,魚介類
913,たかべ,魚介類
914,たちうお,魚介類
915,　すけとうだら,魚介類
916,　すけとうだら　すり身,魚介類
917,　すけとうだら　すきみだら,魚介類
918,　すけとうだら　たらこ,魚介類
919,　すけとうだら　からしめんたいこ,魚介類
920,　まだら,魚介類
921,　まだら　しらこ,魚介類
922,　まだら　塩だら,魚介類
923,　まだら　干しだら,魚介類
924,　まだら　でんぶ,魚介類
925,ちか,魚介類
926,どじょう,魚介類
927,とびうお,魚介類
928,ナイルティラピア,魚介類
929,なまず,魚介類
930,にぎす,魚介類
931,にしん,魚介類
932,にしん　身欠きにしん,魚介類
933,にしん　開き干し,魚介類
934,にしん　かずのこ,魚介類
935,にしん　かずのこ　塩蔵　水戻し,魚介類
936,はぜ,魚介類
937,はぜ　つくだ煮,魚介類
938,はぜ　甘露煮,魚介類
939,はたはた,魚介類
940,はたはた　干し,魚介類
941,はまふえふき,魚介類
942,はも,魚介類
943,ひらまさ,魚介類
944,ひらめ　天然,魚介類
945,ひらめ　養殖,魚介類
946,ひらめ　養殖　皮なし,魚介類
947,　とらふぐ　養殖,魚介類
948,　まふぐ,魚介類
949,ふな,魚介類
950,ふな　甘露煮,魚介類
951,ぶり　成魚,魚介類
952,ぶり　はまち　養殖,魚介類
953,ぶり　はまち　養殖　皮なし,魚介類
954,ほうぼう,魚介類
955,ホキ,魚介類
956,ほっけ,魚介類
957,ほっけ　塩ほっけ,魚介類
958,ほっけ　開き干し,魚介類
959,ぼら,魚介類
960,ぼら　からすみ,魚介類
961,ほんもろこ,魚介類
962,　きはだ,魚介類
963,　くろまぐろ　赤身,魚介類
964,　くろまぐろ　脂身,魚介類
965,　びんなが,魚介類
966,　みなみまぐろ　赤身,魚介類
967,　みなみまぐろ　脂身,魚介類
968,　めじまぐろ,魚介類
969,　めばち,魚介類
970,　缶詰　　フレーク　ライト,魚介類
971,　缶詰　　フレーク　ホワイト,魚介類
972,　缶詰　油漬　フレーク　ライト,魚介類
973,　缶詰　油漬　フレーク　ホワイト,魚介類
974,マジェランあいなめ,魚介類
975,まながつお,魚介類
976,みなみくろたち,魚介類
977,みなみだら,魚介類
978,むつ,魚介類
979,めじな,魚介類
980,めばる,魚介類
981,メルルーサ,魚介類
982,やつめうなぎ,魚介類
983,やつめうなぎ　干しやつめ,魚介類
984,やまめ　養殖,魚介類
985,わかさぎ,魚介類
986,わかさぎ　つくだ煮,魚介類
987,わかさぎ　あめ煮,魚介類
988,あかがい,魚介類
989,あげまき,魚介類
990,あさり,魚介類
991,あさり　つくだ煮,魚介類
992,あさり　缶詰,魚介類
993,あわび,魚介類
994,あわび　干し,魚介類
995,あわび　塩辛,魚介類
996,あわび　缶詰,魚介類
997,いがい,魚介類
998,いたやがい　養殖,魚介類
999,エスカルゴ　　缶詰,魚介類
